Ordem,Subordem,Grande_Grupo,Subgrupo,Textura_Principal_Componente,Horizonte_Principal_Componente,Erosao_Principal_Componente,Pedregosidade_Principal_Componente,Rochosidade_Principal_Componente,Relevo_Principal_Componente
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e media/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa e muito argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e media/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e media/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,ondulado e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa e muito argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa/muito argilosa e muito argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa cascalhenta e media/media cascalhenta,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,ondulado e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa cascalhenta e media/media cascalhenta,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa cascalhenta e media/media cascalhenta,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e media/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa e muito argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Distrofico,tipico,media e argilosa,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media e argilosa,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,ondulado e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media e argilosa,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media e argilosa,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa cascalhenta e media/media cascalhenta,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,ondulado e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,ondulado e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,ondulado e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa/muito argilosa e muito argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa/muito argilosa e muito argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa/muito argilosa e muito argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa/muito argilosa e muito argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa cascalhenta e media/media cascalhenta,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa cascalhenta e media/media cascalhenta,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,ondulado e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa e muito argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Distrofico,petroplintico,media/argilosa cascalhenta,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa cascalhenta e media/media cascalhenta,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,petroplintico,media/argilosa cascalhenta,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,ondulado e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,ondulado e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa cascalhenta e media/media cascalhenta,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media e argilosa,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa e muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,petroplintico,media/argilosa cascalhenta,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media e argilosa,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,ondulado e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa cascalhenta e media/media cascalhenta,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e media/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,petroplintico,media/argilosa cascalhenta,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Distrofico,petroplintico,media/argilosa cascalhenta,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa cascalhenta e media/media cascalhenta,A moderado,,,,suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa e muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,ondulado e forte ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/media cascalhenta e argilosa/argilosa cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa cascalhenta e media/media cascalhenta,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,petroplintico,media/argilosa cascalhenta,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa e muito argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa e muito argilosa,A moderado,,,,suave ondulado e plano
LATOSSOLO,AMARELO,Distrofico,petroplintico,media/argilosa cascalhenta,A moderado,,,,suave ondulado e ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e media,A moderado,,,,plano
LATOSSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,plano e suave ondulado
LATOSSOLO,AMARELO,Distrofico,tipico,argilosa cascalhenta e media/media cascalhenta,A moderado,,,,plano e suave ondulado
